"","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"3264","jeremy",1322673042,150621,"30/11/2011 17:10","no",407,0.33,5.11,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,0,-15,2,46,47,639,-288,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-274,162,-182,-408,424,409,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.68194034,-50.47452421,-77.22423615,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.14,-0.34,-140,153,-202,-524,335,64,53.4,-47.5,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.1,0.05,229,102,-192,122,555,658,"A"
"3265","jeremy",1322673042,178633,"30/11/2011 17:10","no",407,0.32,5.19,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.02,-18,2,47,46,637,-303,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.05,-275,161,-180,-402,421,417,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.69426428,-51.07980889,-77.59187231,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.14,-0.38,-141,150,-202,-522,332,57,53.7,-47.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.11,0.13,230,105,-198,125,558,647,"A"
"3266","jeremy",1322673042,190718,"30/11/2011 17:10","no",407,0.35,5.26,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-17,3,46,43,638,-298,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0.02,-277,160,-179,-408,416,410,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87028338,-50.67510137,-76.88491295,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.14,-0.38,-141,154,-202,-524,338,54,54,-46.6,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.05,0.05,216,106,-205,114,572,655,"A"
"3267","jeremy",1322673042,202678,"30/11/2011 17:10","no",407,0.4,5.27,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-16,5,45,51,639,-295,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0.03,-275,158,-182,-409,423,413,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87028338,-50.67510137,-76.88491295,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.36,-141,154,-202,-522,334,48,53.8,-46.8,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.16,-0.05,218,111,-205,117,564,654,"A"
"3268","jeremy",1322673042,214718,"30/11/2011 17:10","no",407,0.42,5.27,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-17,3,44,47,632,-296,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0.02,-274,159,-178,-411,419,419,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.42892675,-50.64290524,-77.30831631,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.13,-0.36,-141,153,-203,-516,337,50,53.7,-47,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.13,-0.1,227,116,-204,125,565,658,"A"
"3269","jeremy",1322673042,230626,"30/11/2011 17:10","no",407,0.44,5.28,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-17,1,47,50,632,-302,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.03,0,-274,159,-182,-408,423,412,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.87028338,-50.67510137,-76.88491295,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.14,-0.36,-141,154,-202,-516,329,52,53.6,-47.1,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.05,-0.13,233,114,-202,122,558,651,"A"
"3270","jeremy",1322673042,246639,"30/11/2011 17:10","no",407,0.44,5.29,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-17,1,47,43,640,-302,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-275,157,-179,-410,430,423,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.18050257,-51.17877385,-77.07419587,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.14,-0.36,-142,152,-202,-519,328,54,53.5,-47.1,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.11,238,112,-201,120,561,646,"A"
"3271","jeremy",1322673042,302631,"30/11/2011 17:10","no",407,0.46,5.29,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-16,1,48,54,638,-301,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-275,157,-180,-407,426,411,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.36618719,-51.00810871,-77.05383735,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.14,-0.38,-143,154,-204,-520,333,51,53.4,-47,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.06,-0.07,238,106,-199,122,560,659,"A"
"3272","jeremy",1322673042,554705,"30/11/2011 17:10","no",407,0.48,5.23,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-14,4,46,46,639,-301,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.03,0.03,-275,161,-182,-407,428,409,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.98986942,-50.97872186,-77.41498198,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.38,-141,151,-202,-524,337,53,53.8,-46.9,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.13,-0.18,225,118,-203,123,555,647,"A"
"3273","jeremy",1322673042,646749,"30/11/2011 17:10","no",407,0.44,5.15,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0,-16,0,50,48,633,-298,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.03,-274,161,-183,-407,427,406,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.914778,-51.10909807,-76.47530076,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.16,-0.38,-142,154,-201,-524,336,51,53.3,-47.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,-0.1,237,101,-192,124,560,642,"A"
"3274","jeremy",1322673042,658675,"30/11/2011 17:10","no",407,0.44,5.11,-88.1,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0,-17,2,45,52,638,-304,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.05,-274,161,-181,-411,427,407,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3118995,-50.70604152,-76.46050473,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.36,-141,155,-201,-517,332,56,53.4,-47.1,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.08,0,228,100,-194,129,550,659,"A"
"3275","jeremy",1322673042,738625,"30/11/2011 17:10","no",407,0.45,4.68,-88.1,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.02,0.02,-16,2,48,47,631,-296,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,0.02,-276,155,-180,-405,422,409,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.72730449,-50.91022011,-76.81348133,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.16,-0.36,-141,153,-201,-512,331,43,53.1,-46.8,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.08,-0.02,238,104,-196,128,552,652,"A"
"3276","jeremy",1322673042,818768,"30/11/2011 17:10","no",407,0.5,4.54,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.02,0,-13,1,47,48,632,-293,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,0.07,-275,156,-181,-416,428,409,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.914778,-51.10909807,-76.47530076,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.38,-142,154,-201,-519,334,51,53.3,-46.6,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.06,0.11,230,104,-202,121,557,657,"A"
"3277","jeremy",1322673042,882659,"30/11/2011 17:10","no",407,0.5,4.5,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.03,0,-11,1,46,48,636,-307,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.05,0.08,-275,158,-182,-407,429,405,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.62224543,-51.21154377,-76.65068708,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.38,-142,153,-201,-513,335,61,53.5,-46.4,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.08,0.13,225,108,-201,132,553,655,"A"
"3278","jeremy",1322673042,882712,"30/11/2011 17:10","no",407,0.5,4.47,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0,-8,3,44,48,634,-304,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.05,0.05,-274,160,-182,-402,425,408,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.01181954,-50.44193434,-76.95522401,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.38,-141,155,-203,-521,337,55,53.6,-46.3,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.06,0.08,219,115,-206,113,561,653,"A"
"3279","jeremy",1322673043,30694,"30/11/2011 17:10","no",408,0.46,4.71,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0,-0.03,-15,1,47,54,638,-307,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,-0.03,-276,158,-183,-403,423,403,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.90785765,-50.74151291,-76.79469051,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.38,-142,155,-203,-517,330,62,53,-46.3,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.03,-0.25,232,107,-200,124,561,666,"A"
"3280","jeremy",1322673043,62643,"30/11/2011 17:10","no",408,0.42,4.83,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0,-0.03,-19,2,43,52,643,-301,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,-0.02,-276,159,-184,-403,421,424,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.54708875,-50.57477479,-78.15200507,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.16,-0.39,-141,151,-205,-519,337,51,52.9,-46.3,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.08,-0.2,233,99,-199,118,562,664,"A"
"3281","jeremy",1322673043,106634,"30/11/2011 17:10","no",408,0.4,5.1,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,-0.02,-23,2,44,52,641,-302,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.05,0.03,-273,159,-185,-411,425,407,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.57787824,-50.77636223,-77.06149313,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.41,-141,153,-202,-522,338,52,52.8,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,228,92,-198,124,565,664,"A"
"3282","jeremy",1322673043,122692,"30/11/2011 17:10","no",408,0.38,5.33,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,-25,-1,46,48,639,-303,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.08,0.07,-275,157,-184,-405,430,412,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.12535079,-50.50619491,-76.79847984,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.39,-140,154,-201,-519,334,56,53.1,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.11,227,106,-200,123,560,654,"A"
"3283","jeremy",1322673043,150675,"30/11/2011 17:10","no",408,0.37,5.39,-87.9,6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,-30,1,49,56,638,-304,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.06,0.07,-276,157,-182,-410,419,405,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1616234,-50.57379417,-76.70845423,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.13,-0.41,-141,155,-202,-517,331,52,53.2,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.08,226,113,-201,118,562,659,"A"
"3284","jeremy",1322673043,158640,"30/11/2011 17:10","no",408,0.42,5.41,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0,0.02,-20,2,46,49,637,-308,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-276,158,-186,-412,424,404,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.78597685,-50.80151501,-75.94988183,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.14,-0.38,-142,157,-201,-520,334,47,53.2,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,-0.07,228,118,-200,120,561,657,"A"
"3285","jeremy",1322673043,158678,"30/11/2011 17:10","no",408,0.44,5.35,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,0.02,-15,6,47,49,635,-303,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,-0.07,-275,158,-180,-412,424,400,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.05681812,-50.8738668,-76.54794906,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.13,-0.38,-142,155,-202,-519,327,53,53.1,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.11,227,114,-202,120,553,663,"A"
"3286","jeremy",1322673043,166660,"30/11/2011 17:10","no",408,0.46,5.28,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,0,-13,4,47,49,636,-301,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,-0.11,-277,158,-179,-403,422,418,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.95186897,-51.17293844,-76.38736565,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.13,-0.38,-143,155,-202,-518,333,69,53,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.02,-0.11,230,103,-197,122,560,655,"A"
"3287","jeremy",1322673043,166709,"30/11/2011 17:10","no",408,0.46,5.19,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,-0.02,-14,2,45,54,640,-301,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,-0.13,-277,159,-180,-405,430,412,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.02013788,-50.80815251,-76.63693077,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.13,-0.38,-141,154,-201,-527,334,48,53,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,-0.07,230,102,-196,117,560,662,"A"
"3288","jeremy",1322673043,166726,"30/11/2011 17:10","no",408,0.45,5.11,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,-0.02,-13,1,48,47,634,-304,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.13,-277,158,-184,-411,426,407,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.83221828,-50.60787942,-76.97619979,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.13,-0.39,-140,153,-201,-518,337,56,53,-46.2,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.02,230,103,-200,122,559,672,"A"
"3289","jeremy",1322673043,322664,"30/11/2011 17:10","no",408,0.46,4.82,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0,0.02,-20,2,45,45,638,-297,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.05,0.02,-271,157,-183,-404,431,410,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.20624348,-51.00660756,-76.30003199,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.13,-0.34,-142,155,-201,-526,335,52,53.2,-46.1,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.03,0.02,227,113,-200,123,558,652,"A"
"3290","jeremy",1322673043,346638,"30/11/2011 17:10","no",408,0.51,4.66,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0,0.02,-16,3,43,45,641,-308,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.1,0.03,-271,159,-184,-412,426,419,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.54523685,-51.31793958,-77.52074793,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.13,-0.36,-141,149,-201,-518,329,47,53.2,-46,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.05,227,111,-201,116,560,654,"A"
